Start T, Start V, Stop V, Step V, Num Readings, ADC Rate, Sleep HV, Sleep DAC, Sleep Readings
1658993063.4832845, 55.0, 55.0, 1.0, 16000, 4, 5, 1, 0.05
HV_set (V),HV_rdb (V), HV_err (V),VsCH_1 (V),VsCH_2 (V),VsCH_3 (V),VsCH_4 (V),VsCH_5 (V),VsCH_6 (V),VsCH_7 (V),VsCH_8 (V),VsCH_9 (V),VsCH_10 (V),VsCH_11 (V),IsCH_1 (A),IsCH_2 (A),IsCH_3 (A),IsCH_4 (A),IsCH_5 (A),IsCH_6 (A),IsCH_7 (A),IsCH_8 (A),IsCH_9 (A),IsCH_10 (A),IsCH_11 (A),TsCH_1 (s),TsCH_2 (s),TsCH_3 (s),TsCH_4 (s),TsCH_5 (s),TsCH_6 (s),TsCH_7 (s),TsCH_8 (s),TsCH_9 (s),TsCH_10 (s),TsCH_11 (s)
55.0,54.7461,0.00630,5.54063e+01,5.61950e+01,5.60703e+01,5.60719e+01,5.66139e+01,5.65703e+01,5.65696e+01,5.65977e+01,5.66211e+01,5.65888e+01,5.66007e+01,2.23354e-05,9.18761e-06,1.12670e-05,1.12397e-05,2.20440e-06,2.93002e-06,2.94242e-06,2.47440e-06,2.08468e-06,2.62208e-06,2.42460e-06,1659020796.3049102,1659020796.767751,1659020797.2303364,1659020797.6940308,1659020798.157756,1659020798.6206777,1659020799.0831988,1659020799.545424,1659020800.0082216,1659020800.470869,1659020800.9331937
55.0,54.7458,0.00630,5.54060e+01,5.61948e+01,5.60696e+01,5.60715e+01,5.66132e+01,5.65697e+01,5.65687e+01,5.65979e+01,5.66211e+01,5.65884e+01,5.66005e+01,2.23364e-05,9.18493e-06,1.12730e-05,1.12408e-05,2.21028e-06,2.93544e-06,2.95169e-06,2.46623e-06,2.07828e-06,2.62406e-06,2.42174e-06,1659020802.9491277,1659020803.4117785,1659020803.8745513,1659020804.337196,1659020804.7999895,1659020805.2626448,1659020805.7253463,1659020806.189163,1659020806.651872,1659020807.1145098,1659020807.5771394
55.0,54.7456,0.00630,5.54059e+01,5.61948e+01,5.60701e+01,5.60709e+01,5.66126e+01,5.65697e+01,5.65672e+01,5.65972e+01,5.66212e+01,5.65880e+01,5.65998e+01,2.23336e-05,9.18221e-06,1.12616e-05,1.12477e-05,2.21742e-06,2.93246e-06,2.97377e-06,2.47372e-06,2.07382e-06,2.62653e-06,2.43008e-06,1659020809.5964837,1659020810.0614357,1659020810.5247521,1659020810.988837,1659020811.4516346,1659020811.9145436,1659020812.377076,1659020812.8409693,1659020813.303877,1659020813.766525,1659020814.2291014
55.0,54.7462,0.00630,5.54064e+01,5.61953e+01,5.60699e+01,5.60715e+01,5.66141e+01,5.65710e+01,5.65681e+01,5.65975e+01,5.66221e+01,5.65877e+01,5.66010e+01,2.23348e-05,9.18457e-06,1.12743e-05,1.12472e-05,2.20160e-06,2.92098e-06,2.96863e-06,2.47820e-06,2.06837e-06,2.64275e-06,2.42027e-06,1659020816.2376173,1659020816.7027702,1659020817.1652339,1659020817.6279314,1659020818.0906754,1659020818.5584624,1659020819.0211797,1659020819.483987,1659020819.9467418,1659020820.4090617,1659020820.872902
55.0,54.7458,0.00630,5.54060e+01,5.61952e+01,5.60694e+01,5.60709e+01,5.66134e+01,5.65700e+01,5.65665e+01,5.65976e+01,5.66211e+01,5.65888e+01,5.66010e+01,2.23351e-05,9.17881e-06,1.12760e-05,1.12510e-05,2.20668e-06,2.93049e-06,2.98976e-06,2.47019e-06,2.07842e-06,2.61710e-06,2.41357e-06,1659020822.8848166,1659020823.3475242,1659020823.810423,1659020824.2730224,1659020824.735728,1659020825.199604,1659020825.6623335,1659020826.1255374,1659020826.5889914,1659020827.0519142,1659020827.5146365
55.0,54.7453,0.00630,5.54056e+01,5.61949e+01,5.60697e+01,5.60708e+01,5.66125e+01,5.65698e+01,5.65639e+01,5.65973e+01,5.66206e+01,5.65878e+01,5.65994e+01,2.23346e-05,9.17535e-06,1.12622e-05,1.12443e-05,2.21384e-06,2.92564e-06,3.02406e-06,2.46646e-06,2.07947e-06,2.62608e-06,2.43194e-06,1659020829.5318613,1659020829.9974582,1659020830.460137,1659020830.9228241,1659020831.3853452,1659020831.8480458,1659020832.3107703,1659020832.7732358,1659020833.235934,1659020833.6985822,1659020834.1610787
55.0,54.7453,0.00630,5.54054e+01,5.61947e+01,5.60699e+01,5.60716e+01,5.66130e+01,5.65689e+01,5.65679e+01,5.65968e+01,5.66209e+01,5.65873e+01,5.65999e+01,2.23374e-05,9.17820e-06,1.12603e-05,1.12304e-05,2.20486e-06,2.94023e-06,2.95749e-06,2.47621e-06,2.07411e-06,2.63329e-06,2.42339e-06,1659020836.1729808,1659020836.6356597,1659020837.1003306,1659020837.5631618,1659020838.0254018,1659020838.4880414,1659020838.9508498,1659020839.413176,1659020839.8759453,1659020840.3388455,1659020840.8016527
55.0,54.7454,0.00630,5.54056e+01,5.61946e+01,5.60703e+01,5.60709e+01,5.66129e+01,5.65694e+01,5.65645e+01,5.65963e+01,5.66215e+01,5.65876e+01,5.66034e+01,2.23360e-05,9.18183e-06,1.12542e-05,1.12446e-05,2.20951e-06,2.93430e-06,3.01567e-06,2.48542e-06,2.06555e-06,2.63016e-06,2.36772e-06,1659020842.8161523,1659020843.2790444,1659020843.7413087,1659020844.2040203,1659020844.6678889,1659020845.1310945,1659020845.5933018,1659020846.056025,1659020846.5188494,1659020846.9821181,1659020847.445195
55.0,54.7455,0.00630,5.54057e+01,5.61951e+01,5.60695e+01,5.60716e+01,5.66135e+01,5.65754e+01,5.65652e+01,5.65975e+01,5.66210e+01,5.65876e+01,5.66042e+01,2.23358e-05,9.17505e-06,1.12691e-05,1.12340e-05,2.20011e-06,2.83556e-06,3.00506e-06,2.46701e-06,2.07604e-06,2.63188e-06,2.35581e-06,1659020849.468174,1659020849.9308405,1659020850.393151,1659020850.855925,1659020851.318502,1659020851.7810867,1659020852.2439132,1659020852.7066472,1659020853.1691227,1659020853.6317863,1659020854.094656
55.0,54.7447,0.00630,5.54049e+01,5.61942e+01,5.60694e+01,5.60703e+01,5.66123e+01,5.65685e+01,5.65645e+01,5.65971e+01,5.66204e+01,5.65872e+01,5.65998e+01,2.23351e-05,9.17759e-06,1.12579e-05,1.12422e-05,2.20688e-06,2.93803e-06,3.00432e-06,2.46136e-06,2.07176e-06,2.62538e-06,2.41578e-06,1659020856.136023,1659020856.5986805,1659020857.061058,1659020857.525602,1659020857.988967,1659020858.4517152,1659020858.9143803,1659020859.379962,1659020859.8427823,1659020860.305287,1659020860.7680893
55.0,54.7452,0.00630,5.54054e+01,5.61945e+01,5.60694e+01,5.60704e+01,5.66122e+01,5.65744e+01,5.65698e+01,5.65976e+01,5.66205e+01,5.65874e+01,5.65989e+01,2.23354e-05,9.18098e-06,1.12668e-05,1.12494e-05,2.21783e-06,2.84663e-06,2.92490e-06,2.46033e-06,2.07892e-06,2.63050e-06,2.43882e-06,1659020862.7891474,1659020863.251996,1659020863.714737,1659020864.177179,1659020864.6399684,1659020865.102695,1659020865.5651605,1659020866.0280178,1659020866.4907813,1659020866.9531105,1659020867.4168847
55.0,54.7452,0.00630,5.54054e+01,5.61942e+01,5.60695e+01,5.60707e+01,5.66127e+01,5.65701e+01,5.65654e+01,5.65964e+01,5.66203e+01,5.65872e+01,5.65996e+01,2.23349e-05,9.18646e-06,1.12651e-05,1.12448e-05,2.20970e-06,2.91929e-06,2.99700e-06,2.48046e-06,2.08297e-06,2.63357e-06,2.42697e-06,1659020869.4255867,1659020869.8891418,1659020870.3519735,1659020870.8147426,1659020871.2771645,1659020871.739994,1659020872.2047825,1659020872.6675622,1659020873.130331,1659020873.5932403,1659020874.0559578
55.0,54.7447,0.00630,5.54049e+01,5.61940e+01,5.60693e+01,5.60702e+01,5.66121e+01,5.65681e+01,5.65695e+01,5.65969e+01,5.66204e+01,5.65871e+01,5.65992e+01,2.23353e-05,9.18027e-06,1.12603e-05,1.12449e-05,2.21124e-06,2.94473e-06,2.92132e-06,2.46444e-06,2.07148e-06,2.62720e-06,2.42533e-06,1659020876.0676703,1659020876.530476,1659020876.9929814,1659020877.455693,1659020877.918538,1659020878.3819044,1659020878.8451529,1659020879.3098516,1659020879.7733498,1659020880.2361112,1659020880.698909
55.0,54.745,0.00630,5.54052e+01,5.61948e+01,5.60694e+01,5.60708e+01,5.66126e+01,5.65687e+01,5.65598e+01,5.65969e+01,5.66206e+01,5.65879e+01,5.65991e+01,2.23354e-05,9.17215e-06,1.12626e-05,1.12387e-05,2.20698e-06,2.93829e-06,3.08695e-06,2.46959e-06,2.07322e-06,2.61875e-06,2.43196e-06,1659020882.7128854,1659020883.1772418,1659020883.6419194,1659020884.105118,1659020884.5677307,1659020885.03033,1659020885.4938784,1659020885.957082,1659020886.4196265,1659020886.8823843,1659020887.3450298
55.0,54.7455,0.00630,5.54057e+01,5.61951e+01,5.60695e+01,5.60709e+01,5.66128e+01,5.65689e+01,5.65662e+01,5.65977e+01,5.66211e+01,5.65874e+01,5.65998e+01,2.23349e-05,9.17547e-06,1.12695e-05,1.12465e-05,2.21211e-06,2.94439e-06,2.98891e-06,2.46465e-06,2.07461e-06,2.63584e-06,2.42935e-06,1659020889.3558376,1659020889.818615,1659020890.2809923,1659020890.7437353,1659020891.2054758,1659020891.6688638,1659020892.131655,1659020892.5943394,1659020893.0578744,1659020893.521285,1659020893.9847524
55.0,54.7454,0.00630,5.54056e+01,5.61946e+01,5.60699e+01,5.60708e+01,5.66130e+01,5.65688e+01,5.65658e+01,5.65975e+01,5.66212e+01,5.65879e+01,5.66000e+01,2.23362e-05,9.18155e-06,1.12617e-05,1.12464e-05,2.20667e-06,2.94396e-06,2.99341e-06,2.46521e-06,2.07053e-06,2.62642e-06,2.42437e-06,1659020895.995912,1659020896.4586012,1659020896.921176,1659020897.3840606,1659020897.8469088,1659020898.3091698,1659020898.7730396,1659020899.235861,1659020899.698662,1659020900.1613684,1659020900.6247232
55.0,54.7453,0.00630,5.54054e+01,5.61943e+01,5.60697e+01,5.60705e+01,5.66136e+01,5.65682e+01,5.65640e+01,5.65970e+01,5.66205e+01,5.65881e+01,5.65997e+01,2.23365e-05,9.18537e-06,1.12625e-05,1.12495e-05,2.19634e-06,2.95205e-06,3.02161e-06,2.47306e-06,2.08128e-06,2.61984e-06,2.42707e-06,1659020902.6411138,1659020903.1038487,1659020903.5665886,1659020904.028962,1659020904.4915195,1659020904.9544115,1659020905.417015,1659020905.8798285,1659020906.3426597,1659020906.8050184,1659020907.267697
55.0,54.7454,0.00630,5.54055e+01,5.61950e+01,5.60694e+01,5.60713e+01,5.66134e+01,5.65688e+01,5.65640e+01,5.65969e+01,5.66212e+01,5.65875e+01,5.66031e+01,2.23371e-05,9.17604e-06,1.12690e-05,1.12381e-05,2.20080e-06,2.94415e-06,3.02473e-06,2.47554e-06,2.07026e-06,2.63253e-06,2.37281e-06,1659020909.2841253,1659020909.7467792,1659020910.209236,1659020910.6733866,1659020911.1371727,1659020911.5998714,1659020912.0626526,1659020912.5250876,1659020912.9894688,1659020913.4529846,1659020913.9157462
55.0,54.7458,0.00630,5.54059e+01,5.61952e+01,5.60697e+01,5.60721e+01,5.66137e+01,5.65692e+01,5.65686e+01,5.65972e+01,5.66214e+01,5.65879e+01,5.66005e+01,2.23372e-05,9.17860e-06,1.12708e-05,1.12306e-05,2.20168e-06,2.94361e-06,2.95432e-06,2.47808e-06,2.07336e-06,2.63182e-06,2.42273e-06,1659020915.9465678,1659020916.4091628,1659020916.871979,1659020917.3346016,1659020917.797168,1659020918.2602644,1659020918.7229176,1659020919.1910129,1659020919.653694,1659020920.1151326,1659020920.5774112
55.0,54.7455,0.00630,5.54057e+01,5.61947e+01,5.60700e+01,5.60716e+01,5.66131e+01,5.65709e+01,5.65670e+01,5.65968e+01,5.66211e+01,5.65874e+01,5.65957e+01,2.23364e-05,9.18189e-06,1.12618e-05,1.12337e-05,2.20750e-06,2.91053e-06,2.97634e-06,2.47849e-06,2.07342e-06,2.63502e-06,2.49793e-06,1659020922.5931551,1659020923.0558958,1659020923.518485,1659020923.981616,1659020924.4436493,1659020924.9063962,1659020925.3701992,1659020925.8333888,1659020926.2967055,1659020926.7599607,1659020927.2227137
55.0,54.7448,0.00630,5.54049e+01,5.61944e+01,5.60695e+01,5.60709e+01,5.66124e+01,5.65685e+01,5.65649e+01,5.65963e+01,5.66195e+01,5.65875e+01,5.66034e+01,2.23371e-05,9.17502e-06,1.12575e-05,1.12351e-05,2.20721e-06,2.93905e-06,2.99961e-06,2.47627e-06,2.08865e-06,2.62260e-06,2.35679e-06,1659020929.2528658,1659020929.7179244,1659020930.1811569,1659020930.6438472,1659020931.106539,1659020931.5690675,1659020932.0318966,1659020932.494601,1659020932.957112,1659020933.4199371,1659020933.882626
55.0,54.7453,0.00630,5.54055e+01,5.61949e+01,5.60697e+01,5.60714e+01,5.66125e+01,5.65700e+01,5.65651e+01,5.65967e+01,5.66203e+01,5.65878e+01,5.66001e+01,2.23361e-05,9.17574e-06,1.12629e-05,1.12345e-05,2.21334e-06,2.92177e-06,3.00411e-06,2.47808e-06,2.08325e-06,2.62636e-06,2.42089e-06,1659020935.9045224,1659020936.369663,1659020936.8328714,1659020937.2955647,1659020937.7571123,1659020938.2209148,1659020938.6835284,1659020939.14514,1659020939.6078644,1659020940.0705984,1659020940.5330005
55.0,54.7457,0.00630,5.54059e+01,5.61955e+01,5.60703e+01,5.60712e+01,5.66134e+01,5.65699e+01,5.65629e+01,5.65976e+01,5.66212e+01,5.65877e+01,5.66041e+01,2.23359e-05,9.17247e-06,1.12589e-05,1.12450e-05,2.20538e-06,2.93027e-06,3.04784e-06,2.46832e-06,2.07515e-06,2.63417e-06,2.36063e-06,1659020942.5438335,1659020943.006738,1659020943.4690547,1659020943.931917,1659020944.3945413,1659020944.8571024,1659020945.3199599,1659020945.7814364,1659020946.2447364,1659020946.7074852,1659020947.1702046
55.0,54.745,0.00630,5.54052e+01,5.61942e+01,5.60696e+01,5.60703e+01,5.66128e+01,5.65695e+01,5.65690e+01,5.65972e+01,5.66206e+01,5.65871e+01,5.66036e+01,2.23360e-05,9.18224e-06,1.12594e-05,1.12477e-05,2.20466e-06,2.92573e-06,2.93452e-06,2.46399e-06,2.07376e-06,2.63151e-06,2.35771e-06,1659020949.1848147,1659020949.647468,1659020950.1087713,1659020950.575956,1659020951.0386426,1659020951.511107,1659020951.9746017,1659020952.437025,1659020952.8997993,1659020953.362622,1659020953.8252082
55.0,54.7455,0.00630,5.54056e+01,5.61949e+01,5.60698e+01,5.60709e+01,5.66136e+01,5.65705e+01,5.65696e+01,5.65978e+01,5.66210e+01,5.65890e+01,5.65999e+01,2.23365e-05,9.17916e-06,1.12637e-05,1.12461e-05,2.19914e-06,2.91709e-06,2.93321e-06,2.46280e-06,2.07612e-06,2.60916e-06,2.42645e-06,1659020955.8422215,1659020956.3056169,1659020956.7687106,1659020957.2313683,1659020957.693924,1659020958.1571136,1659020958.6204755,1659020959.083285,1659020959.5448573,1659020960.0075746,1659020960.4703565
55.0,54.7456,0.00630,5.54058e+01,5.61953e+01,5.60697e+01,5.60713e+01,5.66131e+01,5.65691e+01,5.65658e+01,5.65976e+01,5.66214e+01,5.65874e+01,5.66004e+01,2.23362e-05,9.17422e-06,1.12671e-05,1.12412e-05,2.20962e-06,2.94239e-06,2.99750e-06,2.46717e-06,2.07114e-06,2.63689e-06,2.42104e-06,1659020962.4849129,1659020962.9477046,1659020963.4105854,1659020963.8731358,1659020964.3357623,1659020964.7973595,1659020965.26077,1659020965.7235043,1659020966.1863039,1659020966.6496058,1659020967.1126266
55.0,54.7457,0.00630,5.54059e+01,5.61948e+01,5.60698e+01,5.60712e+01,5.66132e+01,5.65705e+01,5.65687e+01,5.65970e+01,5.66214e+01,5.65884e+01,5.65996e+01,2.23353e-05,9.18362e-06,1.12683e-05,1.12442e-05,2.20961e-06,2.92023e-06,2.95115e-06,2.47917e-06,2.07158e-06,2.62224e-06,2.43529e-06,1659020969.124744,1659020969.5875273,1659020970.0501206,1659020970.5132372,1659020970.9761136,1659020971.4387162,1659020971.9011223,1659020972.3646672,1659020972.8271804,1659020973.2891934,1659020973.7543507
55.0,54.7457,0.00630,5.54058e+01,5.61953e+01,5.60702e+01,5.60717e+01,5.66132e+01,5.65691e+01,5.65703e+01,5.65980e+01,5.66215e+01,5.65879e+01,5.66040e+01,2.23367e-05,9.17583e-06,1.12618e-05,1.12357e-05,2.20952e-06,2.94399e-06,2.92351e-06,2.46270e-06,2.07002e-06,2.63123e-06,2.36182e-06,1659020975.7767026,1659020976.2393672,1659020976.7054236,1659020977.1680675,1659020977.6307597,1659020978.09306,1659020978.5558774,1659020979.0185795,1659020979.480979,1659020979.9437618,1659020980.4064395
55.0,54.7456,0.00630,5.54057e+01,5.61953e+01,5.60698e+01,5.60710e+01,5.66135e+01,5.65737e+01,5.65708e+01,5.65975e+01,5.66205e+01,5.65877e+01,5.66030e+01,2.23372e-05,9.17372e-06,1.12666e-05,1.12456e-05,2.20228e-06,2.86552e-06,2.91421e-06,2.46841e-06,2.08511e-06,2.63205e-06,2.37691e-06,1659020982.4331892,1659020982.8959358,1659020983.3612177,1659020983.8239443,1659020984.286824,1659020984.749136,1659020985.211915,1659020985.6735487,1659020986.1399558,1659020986.602694,1659020987.0650604
55.0,54.7461,0.00630,5.54063e+01,5.61958e+01,5.60702e+01,5.60711e+01,5.66139e+01,5.65756e+01,5.65705e+01,5.65978e+01,5.66216e+01,5.65890e+01,5.66011e+01,2.23352e-05,9.17475e-06,1.12675e-05,1.12520e-05,2.20468e-06,2.84223e-06,2.92697e-06,2.47196e-06,2.07611e-06,2.61898e-06,2.41717e-06,1659020989.0845675,1659020989.5471869,1659020990.009436,1659020990.472883,1659020990.935642,1659020991.3983452,1659020991.8611987,1659020992.3239427,1659020992.7867672,1659020993.2493567,1659020993.7121344
55.0,54.746,0.00630,5.54062e+01,5.61951e+01,5.60693e+01,5.60713e+01,5.66139e+01,5.65692e+01,5.65666e+01,5.65975e+01,5.66219e+01,5.65881e+01,5.66039e+01,2.23353e-05,9.18474e-06,1.12804e-05,1.12483e-05,2.20146e-06,2.94689e-06,2.99134e-06,2.47555e-06,2.06926e-06,2.63315e-06,2.36858e-06,1659020995.728892,1659020996.1916878,1659020996.6543694,1659020997.117662,1659020997.580975,1659020998.042647,1659020998.5051146,1659020998.9693167,1659020999.4318933,1659020999.8951452,1659021000.3578305
55.0,54.746,0.00630,5.54062e+01,5.61955e+01,5.60700e+01,5.60716e+01,5.66140e+01,5.65688e+01,5.65648e+01,5.65975e+01,5.66224e+01,5.65888e+01,5.66004e+01,2.23360e-05,9.17678e-06,1.12693e-05,1.12429e-05,2.20004e-06,2.95397e-06,3.01993e-06,2.47578e-06,2.06005e-06,2.62103e-06,2.42776e-06,1659021002.383847,1659021002.8464296,1659021003.3089356,1659021003.7732222,1659021004.2358434,1659021004.698573,1659021005.1620073,1659021005.6234403,1659021006.0854733,1659021006.5488894,1659021007.0126538
55.0,54.7459,0.00630,5.54061e+01,5.61955e+01,5.60696e+01,5.60711e+01,5.66124e+01,5.65691e+01,5.65634e+01,5.65969e+01,5.66209e+01,5.65890e+01,5.66039e+01,2.23348e-05,9.17628e-06,1.12753e-05,1.12490e-05,2.22585e-06,2.94820e-06,3.04324e-06,2.48402e-06,2.08327e-06,2.61528e-06,2.36696e-06,1659021009.0209796,1659021009.4856803,1659021009.949206,1659021010.411914,1659021010.8748357,1659021011.3372016,1659021011.7999291,1659021012.2626262,1659021012.7250912,1659021013.1877694,1659021013.650478
55.0,54.7456,0.00630,5.54057e+01,5.61948e+01,5.60696e+01,5.60714e+01,5.66132e+01,5.65690e+01,5.65603e+01,5.65975e+01,5.66217e+01,5.65882e+01,5.66003e+01,2.23371e-05,9.18162e-06,1.12691e-05,1.12388e-05,2.20796e-06,2.94464e-06,3.08856e-06,2.46967e-06,2.06549e-06,2.62334e-06,2.42220e-06,1659021015.6686566,1659021016.1311426,1659021016.5935633,1659021017.0570896,1659021017.5198414,1659021017.9825764,1659021018.4450908,1659021018.9079442,1659021019.3705995,1659021019.8330956,1659021020.2959235
55.0,54.7453,0.00630,5.54055e+01,5.61949e+01,5.60695e+01,5.60709e+01,5.66131e+01,5.65699e+01,5.65700e+01,5.65973e+01,5.66207e+01,5.65879e+01,5.65989e+01,2.23354e-05,9.17602e-06,1.12659e-05,1.12423e-05,2.20437e-06,2.92425e-06,2.92175e-06,2.46687e-06,2.07668e-06,2.62422e-06,2.44070e-06,1659021022.3133564,1659021022.7762427,1659021023.2390704,1659021023.7015245,1659021024.1649988,1659021024.6276143,1659021025.0903845,1659021025.5530016,1659021026.015688,1659021026.4784498,1659021026.9410348
55.0,54.7458,0.00630,5.54060e+01,5.61954e+01,5.60702e+01,5.60712e+01,5.66139e+01,5.65692e+01,5.65697e+01,5.65982e+01,5.66214e+01,5.65881e+01,5.66143e+01,2.23353e-05,9.17596e-06,1.12636e-05,1.12466e-05,2.19885e-06,2.94369e-06,2.93644e-06,2.46035e-06,2.07356e-06,2.62917e-06,2.19250e-06,1659021028.9499338,1659021029.4131153,1659021029.8758726,1659021030.3386538,1659021030.8011806,1659021031.26388,1659021031.7271395,1659021032.189768,1659021032.6529984,1659021033.1156163,1659021033.5798602
55.0,54.7456,0.00630,5.54058e+01,5.61951e+01,5.60702e+01,5.60711e+01,5.66132e+01,5.65690e+01,5.65641e+01,5.65977e+01,5.66216e+01,5.65882e+01,5.66148e+01,2.23357e-05,9.17808e-06,1.12603e-05,1.12445e-05,2.20762e-06,2.94389e-06,3.02567e-06,2.46526e-06,2.06655e-06,2.62331e-06,2.18070e-06,1659021035.588831,1659021036.0537124,1659021036.5166519,1659021036.9806786,1659021037.4432735,1659021037.9053123,1659021038.368128,1659021038.8309093,1659021039.293268,1659021039.7573779,1659021040.2209523
55.0,54.7456,0.00630,5.54058e+01,5.61949e+01,5.60697e+01,5.60711e+01,5.66132e+01,5.65694e+01,5.65662e+01,5.65974e+01,5.66218e+01,5.65887e+01,5.66002e+01,2.23352e-05,9.18039e-06,1.12685e-05,1.12450e-05,2.20704e-06,2.93669e-06,2.99046e-06,2.47028e-06,2.06453e-06,2.61594e-06,2.42336e-06,1659021042.2327836,1659021042.6955197,1659021043.158107,1659021043.6210918,1659021044.0838146,1659021044.5466,1659021045.0089796,1659021045.4716694,1659021045.9344833,1659021046.3971457,1659021046.859978
55.0,54.7464,0.00630,5.54066e+01,5.61958e+01,5.60704e+01,5.60719e+01,5.66137e+01,5.65704e+01,5.65701e+01,5.65983e+01,5.66220e+01,5.65889e+01,5.66142e+01,2.23363e-05,9.17949e-06,1.12688e-05,1.12443e-05,2.21232e-06,2.93442e-06,2.93857e-06,2.46861e-06,2.07307e-06,2.62521e-06,2.20426e-06,1659021048.8767862,1659021049.3407803,1659021049.8048844,1659021050.2677717,1659021050.7305682,1659021051.1930153,1659021051.6557739,1659021052.1185904,1659021052.5811043,1659021053.043823,1659021053.506811
55.0,54.7463,0.00630,5.54064e+01,5.61958e+01,5.60710e+01,5.60721e+01,5.66142e+01,5.65699e+01,5.65709e+01,5.65978e+01,5.66219e+01,5.65889e+01,5.66153e+01,2.23367e-05,9.17695e-06,1.12585e-05,1.12400e-05,2.20272e-06,2.94015e-06,2.92405e-06,2.47543e-06,2.07355e-06,2.62443e-06,2.18315e-06,1659021055.5301685,1659021055.9934487,1659021056.4566867,1659021056.9193625,1659021057.3814824,1659021057.8451154,1659021058.3077846,1659021058.7706494,1659021059.2332664,1659021059.6967595,1659021060.1608272
55.0,54.7461,0.00630,5.54063e+01,5.61955e+01,5.60710e+01,5.60716e+01,5.66140e+01,5.65700e+01,5.65623e+01,5.65984e+01,5.66217e+01,5.65887e+01,5.66148e+01,2.23361e-05,9.17861e-06,1.12543e-05,1.12450e-05,2.20163e-06,2.93636e-06,3.06392e-06,2.46222e-06,2.07461e-06,2.62404e-06,2.18893e-06,1659021062.1694527,1659021062.6344175,1659021063.097227,1659021063.5599406,1659021064.0228126,1659021064.4851213,1659021064.9479222,1659021065.4108717,1659021065.8733454,1659021066.336877,1659021066.7996936
55.0,54.7468,0.00630,5.54070e+01,5.61960e+01,5.60706e+01,5.60723e+01,5.66143e+01,5.65704e+01,5.65714e+01,5.65985e+01,5.66222e+01,5.65903e+01,5.66155e+01,2.23359e-05,9.18232e-06,1.12723e-05,1.12442e-05,2.20830e-06,2.94048e-06,2.92485e-06,2.47265e-06,2.07647e-06,2.60879e-06,2.18873e-06,1659021068.8158662,1659021069.279093,1659021069.7425392,1659021070.2051027,1659021070.6676466,1659021071.1304219,1659021071.5960383,1659021072.0587535,1659021072.5210724,1659021072.9863167,1659021073.4499023
55.0,54.7461,0.00630,5.54062e+01,5.61952e+01,5.60698e+01,5.60715e+01,5.66141e+01,5.65700e+01,5.65709e+01,5.65981e+01,5.66218e+01,5.65884e+01,5.66150e+01,2.23373e-05,9.18322e-06,1.12753e-05,1.12463e-05,2.20125e-06,2.93564e-06,2.92019e-06,2.46673e-06,2.07266e-06,2.62887e-06,2.18534e-06,1659021075.4882097,1659021075.9534233,1659021076.4160762,1659021076.8788502,1659021077.3412888,1659021077.8038485,1659021078.2665722,1659021078.7302604,1659021079.19333,1659021079.6567056,1659021080.119583
55.0,54.7462,0.00630,5.54065e+01,5.61955e+01,5.60705e+01,5.60714e+01,5.66141e+01,5.65704e+01,5.65660e+01,5.65983e+01,5.66211e+01,5.65885e+01,5.66144e+01,2.23336e-05,9.18086e-06,1.12645e-05,1.12498e-05,2.20163e-06,2.93042e-06,3.00359e-06,2.46509e-06,2.08631e-06,2.62926e-06,2.19726e-06,1659021082.1529775,1659021082.6173291,1659021083.080064,1659021083.5427194,1659021084.0079596,1659021084.473108,1659021084.9359581,1659021085.3985655,1659021085.8640978,1659021086.3268394,1659021086.7892363
55.0,54.7461,0.00630,5.54062e+01,5.61953e+01,5.60703e+01,5.60722e+01,5.66140e+01,5.65705e+01,5.65664e+01,5.65979e+01,5.66218e+01,5.65890e+01,5.66154e+01,2.23369e-05,9.18265e-06,1.12669e-05,1.12342e-05,2.20198e-06,2.92779e-06,2.99569e-06,2.47053e-06,2.07271e-06,2.61969e-06,2.17904e-06,1659021088.8289192,1659021089.2917924,1659021089.7545023,1659021090.2200217,1659021090.6828315,1659021091.1450965,1659021091.607835,1659021092.0704823,1659021092.5360663,1659021093.001598,1659021093.4648564
55.0,54.7456,0.00630,5.54057e+01,5.61947e+01,5.60697e+01,5.60710e+01,5.66130e+01,5.65696e+01,5.65634e+01,5.65981e+01,5.66208e+01,5.65879e+01,5.66143e+01,2.23376e-05,9.18410e-06,1.12674e-05,1.12469e-05,2.21011e-06,2.93377e-06,3.03769e-06,2.45814e-06,2.08016e-06,2.62937e-06,2.18835e-06,1659021095.4764016,1659021095.9390717,1659021096.4012756,1659021096.8651927,1659021097.327919,1659021097.7907286,1659021098.2532907,1659021098.7159064,1659021099.1809583,1659021099.6439662,1659021100.106694
55.0,54.7461,0.00630,5.54061e+01,5.61954e+01,5.60696e+01,5.60710e+01,5.66134e+01,5.65692e+01,5.65670e+01,5.65978e+01,5.66215e+01,5.65892e+01,5.66147e+01,2.23384e-05,9.18099e-06,1.12775e-05,1.12551e-05,2.21251e-06,2.94849e-06,2.98535e-06,2.47175e-06,2.07674e-06,2.61561e-06,2.19112e-06,1659021102.1214478,1659021102.5867658,1659021103.0494564,1659021103.5127199,1659021103.976857,1659021104.439831,1659021104.9026575,1659021105.3650405,1659021105.8278596,1659021106.2906036,1659021106.7530596
